system_id,status,plr_pct_yr,ci_low,ci_high,n_days,n_years,pi_median,first,last
10980,ok,-1.6102496648926352,-2.308778151360513,-0.9617695617471104,2052,6,1.1656165326456545,2018-02-20,2023-12-31
10982,ok,-2.0541443229420318,-2.6447045541269976,-1.382828377648676,1976,6,1.2454676696463358,2018-03-07,2023-12-31
10952,ok,-1.2222049117105505,-2.4585133830100525,-0.1089216482901135,1681,6,1.0661022137219476,2018-01-08,2023-12-30
10956,ok,-1.3783932137926114,-2.277039909589207,-0.7267631248658979,2010,6,0.7222335150321428,2018-01-01,2023-12-31
10958,ok,-0.0208554968069247,-1.023954522545683,0.5443703168943936,1354,5,0.6679437694543702,2018-02-01,2023-12-31
10965,ok,-2.7247412922743357,-3.8312183679125256,-1.4271107963978458,1551,6,1.1018103465431657,2018-01-29,2023-12-31
10977,ok,1.248387898667776,-0.8429105760496388,3.115945631730908,889,6,1.2638759324250215,2018-02-10,2023-12-29
10973,ok,-1.1024808236378636,-2.5608093790280395,-0.0013110318269621,1144,5,0.982663636186134,2018-12-30,2022-12-04
10984,ok,3.3507472210006277,1.8591124072945495,4.535908633608693,1546,6,0.9850455401304484,2018-03-05,2023-12-30
10986,ok,-2.294608113386898,-3.491777120686249,-0.0859535087955424,857,6,1.09448873086316,2018-03-07,2023-12-31
10992,ok,-1.0006373593345883,-2.35311089325408,0.3797362156438943,1284,6,1.113888357527385,2018-12-31,2023-12-31
11014,ok,-2.183812667393953,-3.9329593068865023,-1.0979287047815425,927,5,1.109601057143175,2019-08-28,2023-12-27
10996,ok,-2.72814281473448,-3.2726052015137563,-2.2237914069257902,1921,6,1.3667214070581903,2018-03-21,2023-12-31
11002,ok,-0.5186119297012048,-1.5016622695765205,0.2328063932508228,2049,6,0.8549357174798063,2018-04-09,2023-12-31
10997,ok,-0.2648997938796582,-2.543446060180488,2.1321989308628546,1528,6,0.6317508417361097,2018-03-25,2023-12-31
10999,ok,-0.386589904883437,-1.53339669818906,1.9025696963331216,1605,6,1.139375730019331,2018-03-28,2023-12-31
11005,ok,-0.7276962102952781,-1.4181347963869313,0.2097912429145975,1910,6,1.2042057424620674,2018-04-11,2023-12-31
11003,ok,-2.125838511496148,-3.065257950547484,-0.6825742748697738,1914,6,0.8725453267278552,2018-04-10,2023-12-31
11009,ok,-0.3273995198722116,-1.5282158956179486,1.2602281154593165,1739,6,1.048992612863778,2018-04-20,2023-12-31
11010,ok,-2.662534786036225,-4.559656356683547,-1.270816483029047,1577,6,1.0993787761995928,2018-04-19,2023-12-31
11012,ok,5.8561384761996464,3.605992047440432,7.802951677506997,1543,6,1.0972266569327729,2018-04-24,2023-12-30
11016,ok,-0.7048599328832061,-2.1334893014980816,0.2240813326615637,1537,6,1.1450798244669216,2018-04-30,2023-12-31
11013,ok,2.111031711069101,0.400261902673297,3.1470418760779912,1060,6,1.2049729505541336,2018-12-30,2023-12-31
11017,ok,-3.536106246204864,-4.360523980395541,-2.590587349231101,1692,6,1.0604919987998636,2018-12-30,2023-12-31
11020,ok,0.1904378030441411,-0.5934866159477937,1.36166126541061,1834,6,1.2358491438425865,2018-05-07,2023-12-31
11041,ok,-1.872747460174798,-3.1806720652075824,-1.0174741860964711,1779,6,1.277808489839623,2018-06-14,2023-12-31
11025,ok,-0.0173766663927957,-1.356001141665475,0.849055933282503,1905,6,1.186802967098961,2018-05-19,2023-12-31
11023,ok,-7.15742428193537,-8.46208839824813,-6.013208247669483,1934,6,0.9883243975364464,2018-05-20,2023-12-31
11033,ok,-0.8726402613651374,-1.8110346844193992,-0.0592739394780619,1724,6,0.898345746255115,2018-12-30,2023-12-31
11035,ok,1.8680438577882152,0.8920244232955898,2.830702512251637,1890,6,1.1225751067272245,2018-06-10,2023-12-31
11030,ok,-2.414241002314932,-3.208949271007966,-1.4082100359243028,1352,6,1.426411719344443,2018-05-24,2023-12-31
11037,ok,0.3399812637113751,-0.7556335574894657,1.0990121264989217,1200,6,1.424276198061594,2018-06-24,2023-12-31
