system_id,system_public_name,latitude,longitude,dc_capacity_kW,years,number_records,dataset_size_mb,available_sensor_channels,kg_climate,A_PVCZ_T,A_PVCZ_H,A_MOUNT,A_TRACK,A_TILT,A_AZ,A_CAP,A_VINT,P0_cell,P0_primary_TH
11696,Pvoutput.org Mididaddi N - Saratoga CA,37.270543,-122.02305,7.975,8.1506,821840.0,18.81,2,Csb,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
11697,Pvoutput.org Los Osos de Olivenhain,33.053092,-117.26855,8.375,6.6,689598.0,15.78,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11699,Pvoutput.org ekim,37.895695,-122.11785,7.92,5.1342,678072.0,15.52,2,Csb,T4,H3,UNKNOWN,fixed,low,west,residential,2020+,T4|H3|UNKNOWN|fixed|low|west|residential|2020+,T4:H3
11701,Pvoutput.org Dub Arry,37.714179,-121.92567,7.56,8.7643,824246.0,18.87,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11705,Pvoutput.org Not Just Consumer Anymore,42.457201,-71.37478,6.0,12.0767,1243572.0,28.46,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T3:H3
11707,Pvoutput.org MH-10,37.527237,-121.9679,6.37,10.5095,912108.0,20.88,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|west|residential|2010-2014,T4:H3
11710,Pvoutput.org Chicory Acres,39.440152,-84.22175,3.5,12.1506,1239482.0,28.37,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|low|south|residential|2010-2014,T4:H3
11714,Pvoutput.org dublin-hills,37.714179,-121.92567,7.56,8.7041,904318.0,20.7,2,Csb,T3,H3,UNKNOWN,fixed,mid,north,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|north|residential|2015-2019,T3:H3
11715,Pvoutput.org Cable Sun Sucker 8040,32.7991,-116.97334,8.04,6.0356,620872.0,14.21,2,Csa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11718,Pvoutput.org 1054 House,47.68382,-122.30122,5.0,9.2712,921204.0,21.08,2,Csb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11721,Pvoutput.org Farmer Energies,38.588301,-88.03692,24.0,8.3698,798766.0,18.28,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,commercial,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|commercial|2010-2014,T4:H3
11722,Pvoutput.org Home578,37.932123,-121.70381,10.53,6.8246,741960.0,16.98,2,Csb,T4,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T4:H3
11723,Pvoutput.org Grant Roger - La Crosse WI,43.797116,-91.21141,3.92,7.8027,699382.0,16.01,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11728,Pvoutput.org Snowbird Solar,33.673468,-118.00243,5.28,6.3589,656294.0,15.02,2,Csa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11729,Pvoutput.org Schneider J. - White Bear Lake,45.081266,-93.01146,11.96,9.2767,842428.0,19.28,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
11734,Pvoutput.org gyag_array,37.65778,-121.73011,4.69,5.6465,588498.0,13.47,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11735,Pvoutput.org domek,37.562218,-121.99433,8.96,9.0602,836694.0,19.15,2,Csb,T4,H3,UNKNOWN,fixed,low,east,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|east|residential|2015-2019,T4:H3
11738,Pvoutput.org BSL,37.39324,-121.96066,8.05,6.4712,828630.0,18.97,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11739,Pvoutput.org Lindberg E - Stillwater MN,45.054551,-92.82581,7.95,8.4246,621418.0,14.22,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11740,Pvoutput.org FewsFord,36.106698,-79.145508,2.16,14.0027,1329434.0,30.43,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|low|south|residential|2010-2014,T4:H3
11741,Pvoutput.org Coext-System2,42.904258,-78.65519,3.84,6.9534,656318.0,15.02,2,Dfb,T3,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T3:H3
11744,Pvoutput.org KentGroundArray,40.759156,-82.51118,5.208,11.3041,1652162.0,37.81,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|high|south|residential|2010-2014,T3:H3
11745,Pvoutput.org breakFree,37.515014,-121.92916,5.76,8.5287,891684.0,20.41,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11747,Pvoutput.org SunDogs ROC NY,43.087613,-77.6352,3.5,6.6986,660948.0,15.13,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11749,Pvoutput.org Illudium Q-36,32.961014,-117.1251,6.365,8.663,304828.0,6.98,2,Bsk,T4,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T4:H3
11750,Pvoutput.org Baldwin,38.484747,-121.4024,8.28,9.8931,1069383.0,24.48,2,Csa,T4,H3,UNKNOWN,fixed,mid,west,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|west|residential|2010-2014,T4:H3
11751,Pvoutput.org Sharkcrest,32.946776,-117.21918,4.41,8.6438,895006.0,20.49,2,Bsk,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11752,Pvoutput.org Gerst C - Long Beach CA,33.828366,-118.18235,3.64,8.8767,865728.0,19.81,2,Csa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11754,Pvoutput.org 4919,38.460594,-122.6422,3.84,6.2383,661648.0,15.14,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11756,Pvoutput.org Haunted Lakeview House,40.278086,-111.71067,8.55,8.6904,840850.0,19.25,2,Dfa,T4,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H2
11758,Pvoutput.org cwsm,37.551586,-122.32773,6.3,8.6657,796142.0,18.22,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11761,Pvoutput.org Maplewood,40.728901,-74.26821,8.19,5.4438,591574.0,13.54,2,Cfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11762,Pvoutput.org Solar Initiative,40.843012,-111.90581,12.025,5.7013,602130.0,13.78,2,Dfb,T4,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H2
11763,Pvoutput.org 208,42.452895,-71.21619,12.96,9.1972,874044.0,20.01,2,Dfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11767,Pvoutput.org Valley01,37.213624,-121.85671,10.296,7.5561,825220.0,18.89,2,Csb,T5,H2,UNKNOWN,fixed,mid,east,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|east|residential|2015-2019,T5:H2
11769,Pvoutput.org Shady Solar 7.7 #2,35.045886,-85.72513,9.945,5.1972,509342.0,11.66,2,Cfa,T5,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T5|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T5:H3
11770,Pvoutput.org Andys Place Total,39.535285,-87.35222,9.9,5.663,696500.0,15.94,2,Cfa,T4,H3,UNKNOWN,fixed,high,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|north|residential|2015-2019,T4:H3
11771,Pvoutput.org Ravens Nest,33.097841,-117.26744,6.7,8.8575,1018000.0,23.3,2,Csa,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11772,Pvoutput.org Kozy Kottage,40.864757,-73.62609,6.27,6.9178,700114.0,16.02,2,Cfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11776,Pvoutput.org LemonSolar,33.762117,-117.81828,7.92,7.8739,237490.0,5.44,2,Csa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11777,Pvoutput.org SkyNRG07,38.797424,-77.39237,13.3,6.4904,666050.0,15.24,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
11779,Pvoutput.org Colony,32.973645,-117.03701,5.88,9.0164,819828.0,18.76,2,Bsk,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11780,Pvoutput.org MayaNook-NECE-1,42.412094,-72.10443,3.5,10.6958,1679624.0,38.44,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|high|south|residential|2010-2014,T3:H3
11781,Pvoutput.org zEV Plan,38.768829,-121.33629,11.55,7.4328,1031970.0,23.62,2,Csa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11782,Pvoutput.org Old Scripps Ranch,32.918035,-117.08438,6.6,7.1068,1022024.0,23.39,2,Bsk,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11785,Pvoutput.org Canyon Lake CA (2 Powerwalls),33.692876,-117.25038,25.08,5.9452,837244.0,19.16,2,Csa,T4,H3,UNKNOWN,fixed,mid,west,commercial,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|commercial|2015-2019,T4:H3
11787,Pvoutput.org ScrewPG&E,37.804064,-121.91202,5.52,7.6931,682098.0,15.61,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11788,Pvoutput.org VTLemaire,44.641974,-73.13469,7.98,9.7068,923398.0,21.13,2,Dfb,T2,H3,UNKNOWN,fixed,low,east,residential,2015-2019,T2|H3|UNKNOWN|fixed|low|east|residential|2015-2019,T2:H3
11792,Pvoutput.org chan12675,37.270543,-122.02305,2.64,5.7013,200224.0,4.58,2,Csb,T5,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H2
11795,Pvoutput.org Havens Solar,37.436451,-121.89438,8.96,7.0849,747292.0,17.1,2,Csb,T4,H3,UNKNOWN,fixed,mid,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|north|residential|2015-2019,T4:H3
11797,Pvoutput.org 100 Block Pasa Robles,37.37714,-122.12412,7.04,8.0739,217064.0,4.97,2,Csb,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
11798,Pvoutput.org Rancho Carrillo,33.097841,-117.26744,5.94,6.1835,657418.0,15.05,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11800,Pvoutput.org SolarZenSA,29.643479,-98.429473,7.2,9.2027,853804.0,19.54,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2010-2014,T5|H4|UNKNOWN|fixed|mid|south|residential|2010-2014,T5:H4
11802,Pvoutput.org 15 Pine St,42.457201,-71.37478,10.2,9.589,950714.0,21.76,2,Dfa,T3,H3,UNKNOWN,fixed,low,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|low|south|residential|2010-2014,T3:H3
11803,Pvoutput.org Crest Dr,33.053092,-117.26855,9.72,6.5479,666164.0,15.25,2,Csa,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11810,Pvoutput.org Moonbeam,32.953656,-117.036345,3.675,9.3972,1083206.0,24.79,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11812,Pvoutput.org mandigo array,32.856447,-117.21143,6.1,9.252,889260.0,20.35,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11814,Pvoutput.org Concord-DJE,42.457201,-71.37478,6.72,12.6438,1319512.0,30.2,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|high|south|residential|2010-2014,T3:H3
11817,Pvoutput.org Stone Throw to Dingeman,32.918035,-117.08438,8.04,7.0027,731606.0,16.75,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11821,Pvoutput.org Camrose Ave,32.856447,-117.21143,4.96,8.6082,532892.0,12.2,2,Bsk,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11822,Pvoutput.org Welchs 7.8k Self Install,39.647598,-74.95927,7.82,8.3698,223732.0,5.12,2,Cfa,T4,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T4:H3
11823,Pvoutput.org TaylorC,33.035844,-116.8513,2.5,8.7013,920922.0,21.08,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11824,Pvoutput.org PMeadows,37.68973,-121.89244,5.51,6.4219,669652.0,15.33,2,Csb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
11827,Pvoutput.org RHVH_Solar,37.228594,-121.98396,7.56,9.9863,797352.0,18.25,2,Csb,T5,H2,UNKNOWN,fixed,mid,east,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|east|residential|2015-2019,T5:H2
11831,Pvoutput.org Kolohala St 4kW,21.284,-157.79925,4.7,10.7041,1095438.0,25.07,2,Cfb,T5,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T5|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T5:H3
11832,Pvoutput.org Staten Island - Todt Hill,40.60787,-74.08991,6.867,6.5178,774246.0,17.72,2,Cfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11834,Pvoutput.org WilesRdArray,40.766589,-82.51869,22.5,12.2,858801.0,19.66,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,commercial,2010-2014,T3|H3|UNKNOWN|fixed|high|south|commercial|2010-2014,T3:H3
11835,Pvoutput.org Great Meadows,42.457201,-71.37478,12.48,9.9315,986984.0,22.59,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|high|south|residential|2010-2014,T3:H3
11837,Pvoutput.org Brentwood South Facing System,37.932123,-121.70381,5.04,9.3068,1063570.0,24.34,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11838,Pvoutput.org Marks House,32.946776,-117.21918,3.64,7.0164,776070.0,17.76,2,Bsk,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11840,Pvoutput.org Busaville,37.674431,-122.08883,6.44,8.6301,955590.0,21.87,2,Csb,T3,H3,UNKNOWN,fixed,mid,north,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|north|residential|2015-2019,T3:H3
11841,Pvoutput.org 30 LG280 + 12 LG300,41.011324,-73.84152,11.76,8.6904,864238.0,19.78,2,Cfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11844,Pvoutput.org Carlsbad - near LCC,33.097841,-117.26744,4.125,8.9726,892798.0,20.43,2,Csa,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11848,Pvoutput.org Thornapple,33.714889,-117.7633,4.96,8.8246,875164.0,20.03,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11853,Pvoutput.org PYSolarSite,45.019315,-93.24304,8.165,7.2821,633538.0,14.5,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
11857,Pvoutput.org Leaf Rider,33.022384,-117.10694,7.98,10.9835,1193226.0,27.31,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H3
11864,Pvoutput.org Dublin_CA_GHOME,37.714179,-121.92567,3.6,8.8575,938062.0,21.47,2,Csb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11865,Pvoutput.org CA-Reno,37.137595,-121.66211,5.92,6.1342,648554.0,14.84,2,Csb,T5,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T5|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T5:H3
11867,Pvoutput.org Singa111,42.419496,-71.15635,6.6,5.7808,520476.0,11.91,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11870,Pvoutput.org Haraldson Solaredge,45.707153,-110.9878,4.69,6.1534,593274.0,13.58,2,Dfb,T2,H1,UNKNOWN,fixed,high,south,residential,2015-2019,T2|H1|UNKNOWN|fixed|high|south|residential|2015-2019,T2:H1
11875,Pvoutput.org Sangli Srivatsa - Fremont CA,37.515014,-121.92916,3.575,7.9506,505228.0,11.56,2,Csb,T4,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T4:H3
11876,Pvoutput.org chy - Milpitas CA,37.436451,-121.89438,2.97,8.8931,703522.0,16.1,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11879,Pvoutput.org 58 Elsinore,42.457201,-71.37478,4.16,11.2493,1138572.0,26.06,2,Dfa,T3,H3,UNKNOWN,fixed,high,west,residential,2010-2014,T3|H3|UNKNOWN|fixed|high|west|residential|2010-2014,T3:H3
11881,Pvoutput.org Shakedown Street,37.257643,-121.89072,5.5,9.052,964408.0,22.07,2,Csb,T5,H2,UNKNOWN,fixed,low,west,residential,2015-2019,T5|H2|UNKNOWN|fixed|low|west|residential|2015-2019,T5:H2
11882,Pvoutput.org Home Salcon,30.216108,-97.85828,7.35,11.6,1030240.0,23.58,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2010-2014,T5|H4|UNKNOWN|fixed|mid|south|residential|2010-2014,T5:H4
11883,Pvoutput.org SolarEdge-Panasonic,34.063645,-117.89743,12.87,5.6684,238698.0,5.46,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11885,Pvoutput.org DaileySuperiorCO,39.963322,-105.15053,4.62,6.1945,696408.0,15.94,2,Dfb,T1,H1,UNKNOWN,fixed,mid,west,residential,2015-2019,T1|H1|UNKNOWN|fixed|mid|west|residential|2015-2019,T1:H1
11886,Pvoutput.org zE1 Plan,38.768829,-121.33629,11.55,7.1287,1000890.0,22.91,2,Csa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11892,Pvoutput.org Russia House au Soleil,37.720931,-122.44241,0.95,9.5397,846138.0,19.37,2,Csb,T3,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T3:H3
11893,Pvoutput.org Rendezvous Totals,39.177383,-120.14607,9.3,6.6986,736630.0,16.86,2,Csb,T5,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H3
11894,Pvoutput.org FightingThePool,39.299405,-120.95144,7.0,8.989,868958.0,19.89,2,Csb,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11895,Pvoutput.org DisneyHQ2-All,42.904258,-78.65519,8.82,6.9534,728200.0,16.67,2,Dfb,T3,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T3:H3
11896,Pvoutput.org SolisCaptura,38.607756,-121.18367,2.268,5.0931,492198.0,11.27,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2020+,T4|H3|UNKNOWN|fixed|mid|south|residential|2020+,T4:H3
11897,Pvoutput.org Home (Fairview),37.65778,-121.73011,8.28,6.4164,816098.0,18.68,2,Csb,T3,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T3:H3
11900,Pvoutput.org Griggs Residence,36.831723,-119.83198,9.18,6.589,743872.0,17.03,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11902,Pvoutput.org PaseoOlivos,37.270543,-122.02305,8.45,5.5013,575492.0,13.17,2,Csb,T5,H2,UNKNOWN,fixed,mid,west,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|west|residential|2015-2019,T5:H2
11906,Pvoutput.org Manning SWLA,30.818441,-93.270034,24.96,12.2027,890834.0,20.39,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,commercial,2010-2014,T5|H4|UNKNOWN|fixed|mid|south|commercial|2010-2014,T5:H4
11908,Pvoutput.org GH LG Array,33.261748,-117.01027,7.8,9.5835,480292.0,10.99,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11911,Pvoutput.org Better USA,42.419496,-71.15635,7.3,6.3753,774828.0,17.73,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
11912,Pvoutput.org SkyNRG19,38.778243,-77.18562,15.19,5.0164,486024.0,11.12,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2020+,T4|H3|UNKNOWN|fixed|mid|south|residential|2020+,T4:H3
11913,Pvoutput.org Lowe Residence,33.022384,-117.10694,5.355,8.8109,933852.0,21.37,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11914,Pvoutput.org Gs SPanels,40.744646,-111.81123,6.0,7.2136,702788.0,16.09,2,Dfb,T4,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H2
11919,Pvoutput.org MADone,32.973645,-117.03701,6.867,7.7287,695204.0,15.91,2,Bsk,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11921,Pvoutput.org EboPower,33.122029,-117.15605,3.5,9.441,833854.0,19.09,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11924,Pvoutput.org Kamungus,37.444879,-122.26253,21.6,6.178,620186.0,14.19,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,commercial,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|commercial|2015-2019,T4:H3
11927,Pvoutput.org Serratos Residence,34.481172,-118.42821,9.15,5.041,515900.0,11.81,2,Csb,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11928,Pvoutput.org STL,32.80225,-117.02431,3.7,5.2383,538350.0,12.32,2,Bsk,T4,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T4:H3
11929,Pvoutput.org 94087 Home,37.350091,-122.03602,6.66,5.0465,667730.0,15.28,2,Csb,T5,H2,UNKNOWN,fixed,mid,south,residential,2020+,T5|H2|UNKNOWN|fixed|mid|south|residential|2020+,T5:H2
11930,Pvoutput.org BeverDamITW,38.821753,-77.29293,5.4,5.1452,814480.0,18.64,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2020+,T4|H3|UNKNOWN|fixed|mid|south|residential|2020+,T4:H3
11933,Pvoutput.org 1Corbett,42.506362,-71.20008,7.92,5.4904,543892.0,12.45,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
11936,Pvoutput.org Green Juice,41.053182,-73.77672,11.315,6.5863,216836.0,4.96,2,Cfa,T3,H3,UNKNOWN,fixed,low,east,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|east|residential|2015-2019,T3:H3
