system_id,system_public_name,latitude,longitude,dc_capacity_kW,years,number_records,dataset_size_mb,available_sensor_channels,kg_climate,A_PVCZ_T,A_PVCZ_H,A_MOUNT,A_TRACK,A_TILT,A_AZ,A_CAP,A_VINT,P0_cell,P0_primary_TH
10386,Pvoutput.org Gregs solar,36.182407,-94.1082,25.0,9.0739,823642.0,18.85,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,commercial,2015-2019,T4|H3|UNKNOWN|fixed|low|south|commercial|2015-2019,T4:H3
10387,Pvoutput.org Atkinson,42.836245,-71.16246,8.4,9.2739,952968.0,21.81,2,Dfb,T3,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T3:H3
10388,Pvoutput.org Existing,42.196065,-71.43797,8.82,9.8301,423884.0,9.7,2,Dfa,T3,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T3:H3
10391,Pvoutput.org Berg_Tina_Solar,44.752662,-92.77958,7.02,9.5315,784302.0,17.95,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10392,Pvoutput.org Hermes_Barbara_Solar,41.393852,-81.70507,5.98,7.8136,630508.0,14.43,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10393,Pvoutput.org Yarusso_David_Solar,45.085643,-93.1353,11.7,9.6904,705248.0,16.14,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10394,Pvoutput.org Bilbee_Kevin_Solar,34.447959,-117.19222,7.0,9.7589,887696.0,20.32,2,Csa,T4,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T4:H3
10395,Pvoutput.org Nathanson_Heather_Solar,40.637152,-74.37493,6.76,9.6876,815534.0,18.67,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10396,Pvoutput.org Steiner_Michael_Solar,45.108581,-93.33988,7.54,9.7232,861914.0,19.73,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10397,Pvoutput.org Da_Raidas_Solar,32.84681,-116.98983,4.32,7.3287,781980.0,17.9,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10398,Pvoutput.org Green_Teri_Solar,30.340111,-97.98869,11.7,9.6821,833644.0,19.08,2,Cfa,T5,H4,UNKNOWN,fixed,mid,west,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|west|residential|2015-2019,T5:H4
10399,Pvoutput.org Kruschke_Howard_Solar,44.970887,-92.5478,5.2,9.6301,813780.0,18.63,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10400,Pvoutput.org Villarreal_Rodrigo_Solar,38.999759,-77.10185,9.1,9.4575,828408.0,18.96,2,Cfa,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
10402,Pvoutput.org THE SIZZLING PAGOOT,36.786948,-119.82747,2.55,7.8054,447836.0,10.25,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10403,Pvoutput.org West Colfax chicken ranch,39.734686,-105.01966,5.1,9.7041,816422.0,18.69,2,Dfb,T3,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H2
10404,Pvoutput.org Carlsbad10k,33.158137,-117.32646,10.065,5.5123,486698.0,11.14,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10405,Pvoutput.org Greenberg_Stuart_solar,41.499202,-81.55434,5.2,9.6986,869116.0,19.89,2,Dfa,T3,H3,UNKNOWN,fixed,high,east,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|east|residential|2015-2019,T3:H3
10406,Pvoutput.org Daus,41.968987,-70.80452,8.19,6.1616,240266.0,5.5,2,Cfa,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10407,Pvoutput.org Spicepeople,36.168817,-115.363567,8.37,5.1945,519682.0,11.89,2,Bwk,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
10409,Pvoutput.org We Kilowatt,39.39667,-76.965,7.65,5.4602,696640.0,15.94,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10410,Pvoutput.org Bart and Maries Solar,41.948896,-79.189557,8.55,5.4,417774.0,9.56,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
10411,Pvoutput.org LN Home,33.562698,-117.69941,7.8,9.1232,968940.0,22.18,2,Csa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
10412,Pvoutput.org Wild-o-Agape,33.594521,-117.254781,5.232,9.7178,759116.0,17.37,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10413,Pvoutput.org aas93031,40.461605,-74.3474,9.0,6.0493,164122.0,3.76,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
10414,Pvoutput.org Marshall-Lakehouse,35.834919,-120.98093,7.65,8.5095,870442.0,19.92,2,Csb,T4,H2,UNKNOWN,fixed,mid,east,residential,2015-2019,T4|H2|UNKNOWN|fixed|mid|east|residential|2015-2019,T4:H2
10415,Pvoutput.org Bob Mission Viejo,33.601629,-117.639943,5.985,6.1616,674020.0,15.43,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10416,Pvoutput.org ejs array,32.949203,-117.110144,6.84,6.0767,651036.0,14.9,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10417,Pvoutput.org Pine Hill 8829,42.322524,-71.485813,8.829,9.7315,510158.0,11.68,2,Dfa,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10418,Pvoutput.org EV + PV,33.102384,-117.185253,2.1,9.6438,1020420.0,23.36,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10419,Pvoutput.org HomeBoy,42.805194,-71.29878,7.83,7.6109,758904.0,17.37,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
10420,Pvoutput.org derekj-eagle,37.257643,-121.89072,4.675,6.1616,670842.0,15.35,2,Csb,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
10421,Pvoutput.org Mountbatten,37.954122,-122.02506,5.49,5.4301,539142.0,12.34,2,Csb,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10422,Pvoutput.org Allred Residential,39.134062,-76.8579,3.57,5.4301,521076.0,11.93,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10424,Pvoutput.org Piwakawaka,32.719601,-117.16246,5.85,5.3726,559944.0,12.82,2,Bsk,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10428,Pvoutput.org SolarEdge24,32.762956,-116.990114,7.32,6.1616,219964.0,5.03,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10429,Pvoutput.org BANHAM_HOUSE,35.643545,-78.83486,4.68,6.1616,210160.0,4.81,2,Cfa,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
10430,Pvoutput.org Yorba Linda 5880,33.888062,-117.80407,5.88,9.6164,828012.0,18.95,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10431,Pvoutput.org dlescondido,33.181543,-117.11136,3.64,9.6246,345432.0,7.91,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10432,Pvoutput.org 4702 Zanes,32.675604,-97.02346,8.207,6.1616,667608.0,15.28,2,Cfa,T5,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T5|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T5:H3
10433,Pvoutput.org Heitman House,38.622168,-120.849562,5.04,7.1616,743138.0,17.01,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10434,Pvoutput.org GuavaBrain,33.071419,-117.248968,5.185,9.4684,1053580.0,24.11,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10435,Pvoutput.org GWSolar,37.562218,-121.99433,6.16,9.1616,975276.0,22.32,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
10436,Pvoutput.org mWr,33.714889,-117.7633,6.72,7.0767,712628.0,16.31,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10439,Pvoutput.org Janice COME 2015,37.43,-122.11,8.25,9.5616,968608.0,22.17,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
10440,Pvoutput.org Center Street,37.70719,-122.06153,2.805,9.441,976146.0,22.34,2,Csb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
10442,Pvoutput.org cracovian,33.99605,-84.47464,8.25,6.0767,611918.0,14.01,2,Cfa,T5,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H3
10443,Pvoutput.org Kinsman Estates,42.644953,-70.963074,5.4,9.5287,1209222.0,27.68,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10444,Pvoutput.org Popma-Solar,40.357034,-76.13741,12.22,9.4684,888182.0,20.33,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
10448,Pvoutput.org McNeill Solar,36.687543,-76.22905,7.28,9.4547,851134.0,19.48,2,Cfa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
10449,Pvoutput.org LG SE,32.873849,-116.90477,6.3,9.0164,790220.0,18.09,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10450,Pvoutput.org David Lyman Solar,34.211171,-118.19776,8.84,9.4602,871540.0,19.95,2,Csb,T4,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T4:H3
10451,Pvoutput.org ThaShef,40.99904,-74.03291,8.71,9.1561,888498.0,20.34,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10452,Pvoutput.org Rowdys Treehouse,32.976054,-96.696818,11.55,6.1205,466144.0,10.67,2,Cfa,T5,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H3
10453,Pvoutput.org enlighten,39.278295,-84.33049,7.56,8.378,752856.0,17.23,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10455,Pvoutput.org Worrell Hudson Solar,44.978518,-92.71996,7.8,7.5342,614348.0,14.06,2,Dfa,T3,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T3:H3
10456,Pvoutput.org Rodis Murrieta Solar,33.568617,-117.25264,6.5,9.4273,880866.0,20.16,2,Csa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
10457,Pvoutput.org Camerons Home,39.508177,-76.18066,4.76,9.4191,951092.0,21.77,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10458,Pvoutput.org Genes Solar,40.604252,-74.44612,5.4,9.4136,984298.0,22.53,2,Cfa,T4,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T4:H3
10460,Pvoutput.org DeNeve Home,43.289787,-77.79548,7.015,9.3917,871962.0,19.96,2,Dfb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
10461,Pvoutput.org Broderick Pl,35.779715,-78.904864,5.88,9.3616,941522.0,21.55,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10462,Pvoutput.org Schoen Solar,41.886364,-83.69556,3.12,9.389,795056.0,18.2,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
10463,Pvoutput.org 5.36k Sabre Springs North,32.998855,-117.07054,5.355,9.063,840190.0,19.23,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10464,Pvoutput.org Mensing_G_Solar,45.011215,-93.15536,6.24,9.3589,821272.0,18.8,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10465,Pvoutput.org Ferin B Solar,45.081266,-93.01146,8.06,7.3424,611246.0,13.99,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10466,Pvoutput.org Patio cover solar,32.7991,-116.97334,5.7,9.1178,954804.0,21.85,2,Csa,T4,H3,UNKNOWN,fixed,low,east,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|east|residential|2015-2019,T4:H3
10467,Pvoutput.org san_ramon_system,37.75735,-121.95213,5.04,9.3397,977560.0,22.37,2,Csb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10468,Pvoutput.org Gold Country Auburn CA,39.001104,-121.09171,13.44,9.378,521128.0,11.93,2,Csa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10472,Pvoutput.org J. Bird Solar,33.958363,-118.11987,6.5,9.3123,746020.0,17.08,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10473,Pvoutput.org Keck house,34.44005,-119.75496,5.3,7.3972,735570.0,16.84,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10474,Pvoutput.org Solar Awesome,32.761801,-117.01273,5.5,9.3452,912864.0,20.89,2,Bsk,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10475,Pvoutput.org SteveT,33.005753,-117.082645,3.965,7.4356,776578.0,17.77,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10476,Pvoutput.org Portola Springs - Irvine CA,33.705099,-117.721456,4.95,9.3013,995928.0,22.79,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10477,Pvoutput.org Emerald Hills CWAY,37.444879,-122.26253,9.0,9.2958,952766.0,21.81,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
10478,Pvoutput.org D. Volonino,43.214613,-77.70626,5.98,9.3178,685566.0,15.69,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10479,Pvoutput.org Indignant Duck,38.797424,-77.39237,7.14,9.3178,953580.0,21.83,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
10480,Pvoutput.org J Mao Sunnyvale Solar,37.378341,-122.02398,3.9,9.3123,837206.0,19.16,2,Csb,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
10481,Pvoutput.org Kaess Rocklin Solar,38.817993,-121.2631,4.42,7.3287,657866.0,15.06,2,Csa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10482,Pvoutput.org Barroza Gilroy Solar,37.016943,-121.56581,6.84,9.3123,733102.0,16.78,2,Csb,T5,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T5|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T5:H3
10483,Pvoutput.org Richardsons Home System,34.865445,-82.02018,9.12,9.3041,498880.0,11.42,2,Cfa,T5,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T5|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T5:H3
10484,Pvoutput.org GatorHomePV,37.516687,-122.29026,4.16,9.4739,859198.0,19.67,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10485,Pvoutput.org JakePV,33.158472,-117.197431,5.7,9.2739,994658.0,22.77,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10486,Pvoutput.org Sunny Melbourne Florida,28.144103,-80.718203,8.68,9.178,815046.0,18.65,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
10487,Pvoutput.org Braidwood 5.4kW PV,33.758216,-118.36425,5.4,9.2657,854300.0,19.55,2,Csb,T3,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T3:H3
10491,Pvoutput.org Bass Coal Valley IL,41.439784,-90.428,7.28,9.2602,845138.0,19.34,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
10492,Pvoutput.org ByeSDGE,32.819123,-116.997464,7.93,9.2547,481990.0,11.03,2,Csa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
10493,Pvoutput.org Agadoni Carlsbad CA,34.088808,-118.40612,5.72,7.3315,641512.0,14.68,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10494,Pvoutput.org Horn Roseville CA,38.768829,-121.33629,8.32,9.2547,836340.0,19.14,2,Csa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10495,Pvoutput.org Witt Minneapolis MN,44.999165,-93.29823,7.8,9.0958,784830.0,17.96,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
10496,Pvoutput.org Collective Acres,42.949857,-73.902641,21.66,9.241,1018354.0,23.31,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,commercial,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|commercial|2015-2019,T3:H3
10498,Pvoutput.org Croyle M - Woodbury MN,44.921982,-92.94234,7.02,9.1616,758132.0,17.35,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10499,Pvoutput.org Hoppe Jeff -  Holly Michigan,42.800191,-83.5968,8.32,9.2109,795844.0,18.22,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10500,Pvoutput.org C4F PV,36.831723,-119.83198,7.28,7.3205,755984.0,17.3,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10502,Pvoutput.org Broken Arrow ABQ,35.146144,-106.70851,5.0,9.2301,954164.0,21.84,2,Bsk,T3,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H2
10503,Pvoutput.org Santino Mark - Guilford CT,41.31353,-72.69791,15.08,9.2246,713010.0,16.32,2,Dfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
10504,Pvoutput.org RoofTotoro,37.843726,-122.24369,5.52,8.9452,928782.0,21.26,2,Csb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
10505,Pvoutput.org Anacapa LG Neon,37.37714,-122.12412,10.83,9.2246,992302.0,22.71,2,Csb,T5,H2,UNKNOWN,fixed,low,west,residential,2015-2019,T5|H2|UNKNOWN|fixed|low|west|residential|2015-2019,T5:H2
10506,Pvoutput.org Rasberry House,36.014586,-78.907996,4.675,8.1205,420534.0,9.63,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
10507,Pvoutput.org Lovejoy Quarry,42.831686,-71.66743,11.4,9.2109,934476.0,21.39,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
10508,Pvoutput.org JimHampstead,42.890974,-71.203827,12.88,8.9287,468706.0,10.73,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10509,Pvoutput.org Tim and Sherry Solar II,42.28693,-75.972054,8.16,9.1589,837454.0,19.17,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10510,Pvoutput.org Dreyer Asheville NC,35.635844,-82.55992,8.58,9.1917,826974.0,18.93,2,Cfb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10511,Pvoutput.org Orange,33.792687,-117.79975,6.71,8.8931,1165162.0,26.67,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10512,Pvoutput.org DLV,37.284042,-121.82664,7.28,9.0219,823918.0,18.86,2,Csb,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
10513,Pvoutput.org ccad SW,41.836665,-72.56076,8.84,9.0986,783728.0,17.94,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10514,Pvoutput.org Sherwood Art - Lenoir NC,35.934783,-81.54476,11.88,7.2767,657826.0,15.06,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10516,Pvoutput.org Tim and Sherry Combined,42.328284,-75.95021,16.575,9.1534,953290.0,21.82,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10517,Pvoutput.org ZzPV,32.975992,-117.160806,7.98,9.1452,966588.0,22.12,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10518,Pvoutput.org picklepower,43.153969,-93.20037,6.71,9.0767,341634.0,7.82,2,Dfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
10519,Pvoutput.org Waldron T. - San Jose CA,37.316983,-121.93555,7.28,9.1452,732794.0,16.77,2,Csb,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
10520,Pvoutput.org 103 Pebble - Chapel Hill NC,35.956676,-79.01806,4.16,9.1397,326216.0,7.47,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
